pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
Kepler-223,c,Kepler-223 c,Transit,0,4,9.84564,,0.15,90,0.01605,Mass,0.307,0.71,1,1,0,1,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1135,15.344,Kepler-band,15.395,,1.12,1.72,2016-08-04,Kepler
Kepler-223,d,Kepler-223 d,Transit,0,4,14.78869,,0.037,87.94,0.02517,Mass,0.467,0.31,1,1,0,1,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1135,15.344,Kepler-band,15.395,,1.12,1.72,2016-08-04,Kepler
Kepler-223,e,Kepler-223 e,Transit,0,4,19.72567,,0.051,88,0.0151,Mass,0.41,0.28,1,1,0,1,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1135,15.344,Kepler-band,15.395,,1.12,1.72,2016-08-04,Kepler
Kepler-224,b,Kepler-224 b,Transit,0,4,3.132924,0.038,,,,,0.124,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,783,15.644,Kepler-band,15.636,5018,,0.68,2014-05-14,Kepler
Kepler-224,c,Kepler-224 c,Transit,0,4,5.925003,0.058,,,,,0.278,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,783,15.644,Kepler-band,15.636,5018,,0.68,2014-05-14,Kepler
Kepler-224,d,Kepler-224 d,Transit,0,4,11.349393,0.089,,,,,0.205,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,783,15.644,Kepler-band,15.636,5018,,0.68,2014-05-14,Kepler
Kepler-224,e,Kepler-224 e,Transit,0,4,18.643577,0.124,,,,,0.176,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,783,15.644,Kepler-band,15.636,5018,,0.68,2014-05-14,Kepler
Kepler-225,b,Kepler-225 b,Transit,0,2,6.738975,0.056,,,,,0.107,,0,1,0,1,19h28m46.56s,292.193984,+47d27m25.5s,47.457096,498,15.962,Kepler-band,15.95,3682,,0.48,2014-05-14,Kepler
Kepler-225,c,Kepler-225 c,Transit,0,2,18.794234,0.111,,,,,0.164,,0,1,0,1,19h28m46.56s,292.193984,+47d27m25.5s,47.457096,498,15.962,Kepler-band,15.95,3682,,0.48,2014-05-14,Kepler
Kepler-226,b,Kepler-226 b,Transit,0,3,3.940997,0.047,,,,,0.138,,0,1,0,1,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,966,15.416,Kepler-band,15.403,5571,,0.8,2014-05-14,Kepler
Kepler-226,c,Kepler-226 c,Transit,0,3,5.349555,0.058,,,,,0.203,,0,1,0,1,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,966,15.416,Kepler-band,15.403,5571,,0.8,2014-05-14,Kepler
Kepler-226,d,Kepler-226 d,Transit,0,3,8.109044,0.076,,,,,0.109,,0,1,0,1,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,966,15.416,Kepler-band,15.403,5571,,0.8,2014-05-14,Kepler
Kepler-227,b,Kepler-227 b,Transit,0,2,9.488015,0.09,,,,,0.277,,0,1,0,1,19h27m44.22s,291.934236,+48d08m29.9s,48.141651,1095,15.347,Kepler-band,15.323,5854,,1.09,2014-05-14,Kepler
Kepler-227,c,Kepler-227 c,Transit,0,2,54.418694,0.29,,,,,0.271,,0,1,0,1,19h27m44.22s,291.934236,+48d08m29.9s,48.141651,1095,15.347,Kepler-band,15.323,5854,,1.09,2014-05-14,Kepler
Kepler-228,b,Kepler-228 b,Transit,0,3,2.566546,0.038,,,,,0.136,,0,1,0,1,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1307,15.714,Kepler-band,15.704,6043,,1.01,2014-05-14,Kepler
Kepler-228,c,Kepler-228 c,Transit,0,3,4.134444,0.052,,,,,0.241,,0,1,0,1,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1307,15.714,Kepler-band,15.704,6043,,1.01,2014-05-14,Kepler
Kepler-228,d,Kepler-228 d,Transit,0,3,11.094286,0.101,,,,,0.36,,0,1,0,1,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1307,15.714,Kepler-band,15.704,6043,,1.01,2014-05-14,Kepler
Kepler-229,b,Kepler-229 b,Transit,0,3,6.252972,0.062,,,,,0.196,,0,1,0,1,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,877,15.841,Kepler-band,15.826,5120,,0.73,2014-05-14,Kepler
Kepler-229,c,Kepler-229 c,Transit,0,3,16.068638,0.117,,,,,0.439,,0,1,0,1,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,877,15.841,Kepler-band,15.826,5120,,0.73,2014-05-14,Kepler
Kepler-229,d,Kepler-229 d,Transit,0,3,41.194912,0.22,,,,,0.343,,1,1,0,1,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,877,15.841,Kepler-band,15.826,5120,,0.73,2014-05-14,Kepler
Kepler-23,b,Kepler-23 b,Transit,0,3,7.1073,0.075,,,0.8,Mass,0.17,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,800,13.438,Kepler-band,13.401,5828,,1.55,2014-05-14,Kepler
Kepler-23,c,Kepler-23 c,Transit,0,3,10.7421,0.099,,,2.7,Mass,0.285,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,800,13.438,Kepler-band,13.401,5828,,1.55,2014-05-14,Kepler
Kepler-23,d,Kepler-23 d,Transit,0,3,15.274299,0.124,,,,,0.196,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,800,13.438,Kepler-band,13.401,5828,,1.55,2014-05-14,Kepler
Kepler-230,b,Kepler-230 b,Transit,0,2,32.625555,0.191,,,,,0.38,,1,1,0,1,19h02m52.45s,285.718538,+48d30m21.1s,48.505859,775,15.082,Kepler-band,15.073,5588,,0.82,2014-05-14,Kepler
Kepler-230,c,Kepler-230 c,Transit,0,2,91.773242,0.38,,,,,0.182,,0,1,0,1,19h02m52.45s,285.718538,+48d30m21.1s,48.505859,775,15.082,Kepler-band,15.073,5588,,0.82,2014-05-14,Kepler
Kepler-231,b,Kepler-231 b,Transit,0,2,10.065275,0.074,,,,,0.154,,0,1,0,1,19h35m53.60s,293.973353,+50d31m54.9s,50.531914,325,15.385,Kepler-band,15.39,3767,,0.49,2014-05-14,Kepler
Kepler-231,c,Kepler-231 c,Transit,0,2,19.271566,0.114,,,,,0.172,,1,1,0,1,19h35m53.60s,293.973353,+50d31m54.9s,50.531914,325,15.385,Kepler-band,15.39,3767,,0.49,2014-05-14,Kepler
Kepler-232,b,Kepler-232 b,Transit,0,2,4.431222,0.054,,,,,0.275,,0,1,0,1,19h43m15.88s,295.816158,+51d07m18.3s,51.121742,1155,15.367,Kepler-band,15.32,5847,,0.97,2014-05-14,Kepler
Kepler-232,c,Kepler-232 c,Transit,0,2,11.379349,0.101,,,,,0.342,,0,1,0,1,19h43m15.88s,295.816158,+51d07m18.3s,51.121742,1155,15.367,Kepler-band,15.32,5847,,0.97,2014-05-14,Kepler
Kepler-233,b,Kepler-233 b,Transit,0,2,8.472382,0.077,,,,,0.217,,0,1,0,1,19h45m27.97s,296.366522,+51d19m10.3s,51.319523,825,15.339,Kepler-band,15.326,5360,,0.76,2014-05-14,Kepler
Kepler-233,c,Kepler-233 c,Transit,0,2,60.418955,0.287,,,,,0.242,,0,1,0,1,19h45m27.97s,296.366522,+51d19m10.3s,51.319523,825,15.339,Kepler-band,15.326,5360,,0.76,2014-05-14,Kepler
Kepler-234,b,Kepler-234 b,Transit,0,2,2.711506,0.04,,,,,0.33,,0,1,0,1,19h26m36.84s,291.653519,+38d29m40.8s,38.494659,1651,15.541,Kepler-band,15.501,6224,,1.11,2014-05-14,Kepler
Kepler-234,c,Kepler-234 c,Transit,0,2,7.21205,0.077,,,,,0.313,,0,1,0,1,19h26m36.84s,291.653519,+38d29m40.8s,38.494659,1651,15.541,Kepler-band,15.501,6224,,1.11,2014-05-14,Kepler
Kepler-235,b,Kepler-235 b,Transit,0,4,3.340222,0.037,,,,,0.199,,0,1,0,1,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,369,15.954,Kepler-band,15.969,4255,,0.55,2014-05-14,Kepler
Kepler-235,c,Kepler-235 c,Transit,0,4,7.824904,0.065,,,,,0.114,,0,1,0,1,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,369,15.954,Kepler-band,15.969,4255,,0.55,2014-05-14,Kepler
Kepler-235,d,Kepler-235 d,Transit,0,4,20.060548,0.122,,,,,0.183,,0,1,0,1,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,369,15.954,Kepler-band,15.969,4255,,0.55,2014-05-14,Kepler
Kepler-235,e,Kepler-235 e,Transit,0,4,46.183669,0.213,,,,,0.198,,0,1,0,1,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,369,15.954,Kepler-band,15.969,4255,,0.55,2014-05-14,Kepler
Kepler-236,b,Kepler-236 b,Transit,0,2,8.295611,0.065,,,,,0.14,,0,1,0,1,18h55m27.93s,283.866378,+39d53m53.1s,39.898092,265,15.414,Kepler-band,15.374,3750,,0.51,2014-05-14,Kepler
Kepler-236,c,Kepler-236 c,Transit,0,2,23.968127,0.132,,,,,0.178,,0,1,0,1,18h55m27.93s,283.866378,+39d53m53.1s,39.898092,265,15.414,Kepler-band,15.374,3750,,0.51,2014-05-14,Kepler
Kepler-237,b,Kepler-237 b,Transit,0,2,4.715106,0.05,,,,,0.126,,0,1,0,1,18h52m53.13s,283.221387,+40d25m18.6s,40.421834,647,15.289,Kepler-band,15.283,4861,,0.72,2014-05-14,Kepler
Kepler-237,c,Kepler-237 c,Transit,0,2,8.103636,0.071,,,,,0.186,,0,1,0,1,18h52m53.13s,283.221387,+40d25m18.6s,40.421834,647,15.289,Kepler-band,15.283,4861,,0.72,2014-05-14,Kepler
Kepler-238,b,Kepler-238 b,Transit,0,5,2.090876,0.034,,,,,0.154,,0,1,0,1,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1369,15.084,Kepler-band,15.024,5751,,1.43,2014-05-14,Kepler
Kepler-238,c,Kepler-238 c,Transit,0,5,6.155557,0.069,,,,,0.213,,0,1,0,1,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1369,15.084,Kepler-band,15.024,5751,,1.43,2014-05-14,Kepler
Kepler-238,d,Kepler-238 d,Transit,0,5,13.233549,0.115,,,,,0.274,,0,1,0,1,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1369,15.084,Kepler-band,15.024,5751,,1.43,2014-05-14,Kepler
Kepler-238,e,Kepler-238 e,Transit,0,5,23.654,,,,0.534,Mass,0.5,,1,1,0,1,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1369,15.084,Kepler-band,15.024,5751,,1.43,2014-05-14,Kepler
Kepler-238,f,Kepler-238 f,Transit,0,5,50.447,,,,0.042,Mass,0.178,,1,1,0,1,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1369,15.084,Kepler-band,15.024,5751,,1.43,2014-05-14,Kepler
Kepler-239,b,Kepler-239 b,Transit,0,2,11.763051,0.095,,,,,0.208,,0,1,0,1,19h36m48.51s,294.202137,+40d39m48.3s,40.663406,658,15.208,Kepler-band,15.233,4914,,0.76,2014-05-14,Kepler
Kepler-239,c,Kepler-239 c,Transit,0,2,56.228098,0.268,,,,,0.224,,0,1,0,1,19h36m48.51s,294.202137,+40d39m48.3s,40.663406,658,15.208,Kepler-band,15.233,4914,,0.76,2014-05-14,Kepler
Kepler-24,b,Kepler-24 b,Transit,0,4,8.1453,0.08,,,1.6,Mass,0.214,,1,1,0,1,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1200,14.925,Kepler-band,14.923,5897,,1.29,2014-05-14,Kepler
Kepler-24,c,Kepler-24 c,Transit,0,4,12.3335,0.106,,,1.6,Mass,0.25,,1,1,0,1,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1200,14.925,Kepler-band,14.923,5897,,1.29,2014-05-14,Kepler
Kepler-24,d,Kepler-24 d,Transit,0,4,4.244384,0.051,,,,,0.149,,0,1,0,1,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1200,14.925,Kepler-band,14.923,5897,,1.29,2014-05-14,Kepler
Kepler-24,e,Kepler-24 e,Transit,0,4,18.998355,0.138,,,,,0.248,,0,1,0,1,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1200,14.925,Kepler-band,14.923,5897,,1.29,2014-05-14,Kepler
Kepler-240,b,Kepler-240 b,Transit,0,2,4.144495,0.048,,,,,0.122,,0,1,0,1,19h24m38.11s,291.158774,+40d45m00.9s,40.750263,738,15.66,Kepler-band,15.662,4985,,0.74,2014-05-14,Kepler
Kepler-240,c,Kepler-240 c,Transit,0,2,7.953528,0.074,,,,,0.196,,0,1,0,1,19h24m38.11s,291.158774,+40d45m00.9s,40.750263,738,15.66,Kepler-band,15.662,4985,,0.74,2014-05-14,Kepler
Kepler-241,b,Kepler-241 b,Transit,0,2,12.718092,0.094,,,,,0.208,,0,1,0,1,19h31m39.15s,292.913118,+41d03m39.3s,41.060921,512,15.389,Kepler-band,15.387,4699,,0.67,2014-05-14,Kepler
Kepler-241,c,Kepler-241 c,Transit,0,2,36.065978,0.189,,,,,0.229,,0,1,0,1,19h31m39.15s,292.913118,+41d03m39.3s,41.060921,512,15.389,Kepler-band,15.387,4699,,0.67,2014-05-14,Kepler
Kepler-242,b,Kepler-242 b,Transit,0,2,8.20395,0.075,,,,,0.233,,0,1,0,1,19h06m15.77s,286.565695,+41d48m30.3s,41.808403,670,15.376,Kepler-band,15.349,5020,,0.85,2014-05-14,Kepler
Kepler-242,c,Kepler-242 c,Transit,0,2,14.496481,0.109,,,,,0.178,,0,1,0,1,19h06m15.77s,286.565695,+41d48m30.3s,41.808403,670,15.376,Kepler-band,15.349,5020,,0.85,2014-05-14,Kepler
Kepler-243,b,Kepler-243 b,Transit,0,2,5.715442,0.062,,,,,0.219,,0,1,0,1,19h00m26.51s,285.11047,+42d02m02.2s,42.033958,669,15.086,Kepler-band,15.057,5228,,0.84,2014-05-14,Kepler
Kepler-243,c,Kepler-243 c,Transit,0,2,20.026218,0.142,,,,,0.178,,0,1,0,1,19h00m26.51s,285.11047,+42d02m02.2s,42.033958,669,15.086,Kepler-band,15.057,5228,,0.84,2014-05-14,Kepler
Kepler-244,b,Kepler-244 b,Transit,0,3,4.311792,0.05,,,,,0.246,,0,1,0,1,19h08m58.24s,287.24268,+42d18m04.9s,42.301369,928,15.604,Kepler-band,15.545,5554,,0.8,2014-05-14,Kepler
Kepler-244,c,Kepler-244 c,Transit,0,3,9.767292,0.087,,,,,0.183,,0,1,0,1,19h08m58.24s,287.24268,+42d18m04.9s,42.301369,928,15.604,Kepler-band,15.545,5554,,0.8,2014-05-14,Kepler
Kepler-244,d,Kepler-244 d,Transit,0,3,20.050401,0.14,,,,,0.206,,0,1,0,1,19h08m58.24s,287.24268,+42d18m04.9s,42.301369,928,15.604,Kepler-band,15.545,5554,,0.8,2014-05-14,Kepler
Kepler-245,b,Kepler-245 b,Transit,0,4,7.49019,0.071,,,,,0.229,,1,1,0,1,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,866,15.599,Kepler-band,15.597,5100,,0.8,2014-05-14,Kepler
Kepler-245,c,Kepler-245 c,Transit,0,4,17.460812,0.124,,,,,0.194,,1,1,0,1,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,866,15.599,Kepler-band,15.597,5100,,0.8,2014-05-14,Kepler
Kepler-245,d,Kepler-245 d,Transit,0,4,36.277108,0.202,,,,,0.27,,1,1,0,1,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,866,15.599,Kepler-band,15.597,5100,,0.8,2014-05-14,Kepler
Kepler-245,e,Kepler-245 e,Transit,0,4,3.21982106,,,,,,0.156,,0,1,0,1,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,866,15.599,Kepler-band,15.597,5100,,0.8,2016-05-10,Kepler
Kepler-246,b,Kepler-246 b,Transit,0,2,4.60182,0.052,,,,,0.209,,0,1,0,1,19h45m56.02s,296.483427,+42d39m48.3s,42.663429,736,15.024,Kepler-band,15.042,5206,,0.83,2014-05-14,Kepler
Kepler-246,c,Kepler-246 c,Transit,0,2,11.187161,0.095,,,,,0.134,,0,1,0,1,19h45m56.02s,296.483427,+42d39m48.3s,42.663429,736,15.024,Kepler-band,15.042,5206,,0.83,2014-05-14,Kepler
Kepler-247,b,Kepler-247 b,Transit,0,3,3.33616,0.042,,,,,0.146,,1,1,0,1,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,667,15.067,Kepler-band,15.047,5100,,0.77,2014-05-14,Kepler
Kepler-247,c,Kepler-247 c,Transit,0,3,9.439452,0.084,,,,,0.365,,1,1,0,1,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,667,15.067,Kepler-band,15.047,5100,,0.77,2014-05-14,Kepler
Kepler-247,d,Kepler-247 d,Transit,0,3,20.477912,0.14,,,,,0.352,,1,1,0,1,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,667,15.067,Kepler-band,15.047,5100,,0.77,2014-05-14,Kepler
Kepler-248,b,Kepler-248 b,Transit,0,2,6.308205,0.066,,,,,0.269,,0,1,0,1,19h32m14.73s,293.061384,+43d34m52.9s,43.581356,800,15.258,Kepler-band,15.233,5190,,0.83,2014-05-14,Kepler
Kepler-248,c,Kepler-248 c,Transit,0,2,16.239494,0.123,,,,,0.363,,0,1,0,1,19h32m14.73s,293.061384,+43d34m52.9s,43.581356,800,15.258,Kepler-band,15.233,5190,,0.83,2014-05-14,Kepler
Kepler-249,b,Kepler-249 b,Transit,0,3,3.306539,0.035,,,,,0.097,,0,1,0,1,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,133,15.234,Kepler-band,15.23,3568,,0.48,2014-05-14,Kepler
Kepler-249,c,Kepler-249 c,Transit,0,3,7.113702,0.058,,,,,0.135,,0,1,0,1,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,133,15.234,Kepler-band,15.23,3568,,0.48,2014-05-14,Kepler
Kepler-249,d,Kepler-249 d,Transit,0,3,15.368459,0.097,,,,,0.14,,0,1,0,1,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,133,15.234,Kepler-band,15.23,3568,,0.48,2014-05-14,Kepler
Kepler-25,b,Kepler-25 b,Transit,0,3,6.2385,,,,0.0302,Mass,0.242,2.5,1,1,0,1,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,244.96,10.734,Kepler-band,10.632,6270,1.19,1.31,2016-10-27,Kepler
Kepler-25,c,Kepler-25 c,Transit,0,3,12.7204,,,,0.0774,Mass,0.464,0.9,1,1,0,1,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,244.96,10.734,Kepler-band,10.632,6270,1.19,1.31,2016-10-27,Kepler
Kepler-25,d,Kepler-25 d,Radial Velocity,0,3,123,,,,0.283,Mass,,,0,1,0,0,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,244.96,10.734,Kepler-band,10.632,6270,1.19,1.31,2014-05-14,W. M. Keck Observatory
Kepler-250,b,Kepler-250 b,Transit,0,3,4.148141,0.048,,,,,0.101,,0,1,0,1,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,788,15.46,Kepler-band,15.414,5160,,0.81,2014-05-14,Kepler
Kepler-250,c,Kepler-250 c,Transit,0,3,7.156804,0.069,,,,,0.203,,0,1,0,1,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,788,15.46,Kepler-band,15.414,5160,,0.81,2014-05-14,Kepler
Kepler-250,d,Kepler-250 d,Transit,0,3,17.648312,0.127,,,,,0.194,,0,1,0,1,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,788,15.46,Kepler-band,15.414,5160,,0.81,2014-05-14,Kepler
Kepler-251,b,Kepler-251 b,Transit,0,4,4.790936,0.053,,,,,0.119,,0,1,0,1,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,1014,15.223,Kepler-band,15.216,5526,,0.89,2014-05-14,Kepler
Kepler-251,c,Kepler-251 c,Transit,0,4,16.514043,0.122,,,,,0.247,,0,1,0,1,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,1014,15.223,Kepler-band,15.216,5526,,0.89,2014-05-14,Kepler
Kepler-251,d,Kepler-251 d,Transit,0,4,30.133001,0.182,,,,,0.247,,0,1,0,1,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,1014,15.223,Kepler-band,15.216,5526,,0.89,2014-05-14,Kepler
Kepler-251,e,Kepler-251 e,Transit,0,4,99.640161,0.404,,,,,0.247,,0,1,0,1,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,1014,15.223,Kepler-band,15.216,5526,,0.89,2014-05-14,Kepler
Kepler-252,b,Kepler-252 b,Transit,0,2,6.668391,0.058,,,,,0.11,,0,1,0,1,19h42m19.04s,295.579345,+44d32m45.5s,44.545963,391,15.058,Kepler-band,15.029,4208,,0.55,2014-05-14,Kepler
Kepler-252,c,Kepler-252 c,Transit,0,2,10.848463,0.08,,,,,0.192,,0,1,0,1,19h42m19.04s,295.579345,+44d32m45.5s,44.545963,391,15.058,Kepler-band,15.029,4208,,0.55,2014-05-14,Kepler
Kepler-253,b,Kepler-253 b,Transit,0,3,3.783986,0.046,,,,,0.145,,0,1,0,1,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,849,15.532,Kepler-band,15.512,5208,,0.79,2014-05-14,Kepler
Kepler-253,c,Kepler-253 c,Transit,0,3,10.281951,0.089,,,,,0.236,,0,1,0,1,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,849,15.532,Kepler-band,15.512,5208,,0.79,2014-05-14,Kepler
Kepler-253,d,Kepler-253 d,Transit,0,3,18.119869,0.13,,,,,0.283,,0,1,0,1,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,849,15.532,Kepler-band,15.512,5208,,0.79,2014-05-14,Kepler
Kepler-254,b,Kepler-254 b,Transit,0,3,5.826662,0.064,,,,,0.345,,0,1,0,1,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,1366,15.843,Kepler-band,15.838,5957,,0.91,2014-05-14,Kepler
Kepler-254,c,Kepler-254 c,Transit,0,3,12.412183,0.105,,,,,0.192,,0,1,0,1,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,1366,15.843,Kepler-band,15.838,5957,,0.91,2014-05-14,Kepler
Kepler-254,d,Kepler-254 d,Transit,0,3,18.746477,0.139,,,,,0.223,,0,1,0,1,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,1366,15.843,Kepler-band,15.838,5957,,0.91,2014-05-14,Kepler
Kepler-255,b,Kepler-255 b,Transit,0,3,5.714606,0.063,,,,,0.138,,0,1,0,1,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,1011,15.596,Kepler-band,15.528,5573,,0.93,2014-05-14,Kepler
Kepler-255,c,Kepler-255 c,Transit,0,3,9.946047,0.092,,,,,0.267,,0,1,0,1,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,1011,15.596,Kepler-band,15.528,5573,,0.93,2014-05-14,Kepler
Kepler-255,d,Kepler-255 d,Transit,0,3,1.04562266,,,,,,0.118,,0,1,0,1,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,1011,15.596,Kepler-band,15.528,5573,,0.93,2016-05-10,Kepler
Kepler-256,b,Kepler-256 b,Transit,0,4,1.620493,0.027,,,,,0.142,,0,1,0,1,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,1181,15.065,Kepler-band,15.015,5551,,1.3,2014-05-14,Kepler
Kepler-256,c,Kepler-256 c,Transit,0,4,3.38802,0.045,,,,,0.192,,0,1,0,1,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,1181,15.065,Kepler-band,15.015,5551,,1.3,2014-05-14,Kepler
Kepler-256,d,Kepler-256 d,Transit,0,4,5.839172,0.064,,,,,0.221,,0,1,0,1,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,1181,15.065,Kepler-band,15.015,5551,,1.3,2014-05-14,Kepler
Kepler-256,e,Kepler-256 e,Transit,0,4,10.681572,0.096,,,,,0.21,,0,1,0,1,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,1181,15.065,Kepler-band,15.015,5551,,1.3,2014-05-14,Kepler
Kepler-257,b,Kepler-257 b,Transit,0,3,2.382667,0.034,,,,,0.233,,0,1,0,1,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,775,15.471,Kepler-band,15.422,5180,,1.04,2014-05-14,Kepler
Kepler-257,c,Kepler-257 c,Transit,0,3,6.581484,0.066,,,,,0.483,,0,1,0,1,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,775,15.471,Kepler-band,15.422,5180,,1.04,2014-05-14,Kepler
Kepler-257,d,Kepler-257 d,Transit,0,3,24.664551,0.16,,,,,0.442,,0,1,0,1,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,775,15.471,Kepler-band,15.422,5180,,1.04,2014-05-14,Kepler
Kepler-258,b,Kepler-258 b,Transit,0,2,13.19722,0.103,,,,,0.362,,0,1,0,1,19h36m16.44s,294.06849,+46d34m45.6s,46.57933,592,15.223,Kepler-band,15.201,4942,,0.92,2014-05-14,Kepler
Kepler-258,c,Kepler-258 c,Transit,0,2,33.653079,0.193,,,,,0.322,,0,1,0,1,19h36m16.44s,294.06849,+46d34m45.6s,46.57933,592,15.223,Kepler-band,15.201,4942,,0.92,2014-05-14,Kepler
Kepler-259,b,Kepler-259 b,Transit,0,2,8.115317,0.079,,,,,0.25,,0,1,0,1,19h12m50.86s,288.211929,+46d36m54.0s,46.615005,1014,15.219,Kepler-band,15.169,5938,,0.9,2014-05-14,Kepler
Kepler-259,c,Kepler-259 c,Transit,0,2,36.924931,0.217,,,,,0.241,,0,1,0,1,19h12m50.86s,288.211929,+46d36m54.0s,46.615005,1014,15.219,Kepler-band,15.169,5938,,0.9,2014-05-14,Kepler
Kepler-26,b,Kepler-26 b,Transit,0,4,12.28,,,,0.01611,Mass,0.248,1.26,1,1,0,2,18h59m45.84s,284.940997,+46d33m59.5s,46.56654,339,15.473,Kepler-band,15.409,3914,0.54,0.51,2016-04-07,Kepler
Kepler-26,c,Kepler-26 c,Transit,0,4,17.2559,,,,0.01951,Mass,0.243,1.61,1,1,0,2,18h59m45.84s,284.940997,+46d33m59.5s,46.56654,339,15.473,Kepler-band,15.409,3914,0.54,0.51,2016-04-07,Kepler
Kepler-26,d,Kepler-26 d,Transit,0,4,3.543919,0.039,,,,,0.095,,0,1,0,1,18h59m45.84s,284.940997,+46d33m59.5s,46.56654,339,15.473,Kepler-band,15.409,3914,0.54,0.51,2014-05-14,Kepler
Kepler-26,e,Kepler-26 e,Transit,0,4,46.827915,0.22,,,,,0.215,,0,1,0,1,18h59m45.84s,284.940997,+46d33m59.5s,46.56654,339,15.473,Kepler-band,15.409,3914,0.54,0.51,2014-05-14,Kepler
Kepler-260,b,Kepler-260 b,Transit,0,2,8.187399,0.075,,,,,0.179,,0,1,0,1,19h27m42.23s,291.925972,+38d00m50.8s,38.014122,589,14.138,Kepler-band,14.118,5250,,0.86,2014-05-14,Kepler
Kepler-260,c,Kepler-260 c,Transit,0,2,76.050178,0.332,,,,,0.155,,0,1,0,1,19h27m42.23s,291.925972,+38d00m50.8s,38.014122,589,14.138,Kepler-band,14.118,5250,,0.86,2014-05-14,Kepler
