pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
Kepler-415,b,Kepler-415 b,Transit Timing Variations,0,2,4.176,,,,0.377,Mass,0.108,,1,1,0,1,19h35m13.06s,293.804434,+38d38m20.9s,38.639131,617,15.842,Kepler-band,15.841,,0.67,0.64,2014-05-28,Kepler
Kepler-415,c,Kepler-415 c,Transit Timing Variations,0,2,8.708,,,,,,,,1,1,0,1,19h35m13.06s,293.804434,+38d38m20.9s,38.639131,617,15.842,Kepler-band,15.841,,0.67,0.64,2014-05-28,Kepler
Kepler-416,b,Kepler-416 b,Transit Timing Variations,0,2,6.319,,,,0.183,Mass,0.221,,1,1,0,1,19h26m13.67s,291.556965,+39d13m38.2s,39.227287,711,14.028,Kepler-band,14.02,,1,1.07,2014-05-28,Kepler
Kepler-416,c,Kepler-416 c,Transit Timing Variations,0,2,12.209,,,,,,,,1,1,0,1,19h26m13.67s,291.556965,+39d13m38.2s,39.227287,711,14.028,Kepler-band,14.02,,1,1.07,2014-05-28,Kepler
Kepler-417,b,Kepler-417 b,Transit Timing Variations,0,2,12.331,,,,0.035,Mass,0.206,,1,1,0,1,19h35m17.84s,293.824314,+42d46m46.9s,42.779705,981,15.886,Kepler-band,15.866,,0.9,0.81,2014-05-28,Kepler
Kepler-417,c,Kepler-417 c,Transit Timing Variations,0,2,15.943,,,,,,,,1,1,0,1,19h35m17.84s,293.824314,+42d46m46.9s,42.779705,981,15.886,Kepler-band,15.866,,0.9,0.81,2014-05-28,Kepler
Kepler-418,b,Kepler-418 b,Transit,0,1,86.67856,,0.2,89.952,1.1,Mass,1.2,,0,1,0,1,19h37m44.04s,294.433512,+38d21m19.6s,38.35545,1017,14.696,Kepler-band,14.649,5820,0.98,1.09,2014-05-28,Kepler
Kepler-419,b,Kepler-419 b,Transit,0,2,69.7546,0.37,0.833,88.95,2.5,Mass,0.96,,1,1,0,1,19h41m40.30s,295.417899,+51d11m05.2s,51.184765,872,13.005,Kepler-band,12.964,6430,1.39,1.74,2014-06-25,Kepler
Kepler-419,c,Kepler-419 c,Transit Timing Variations,0,2,675.47,1.68,0.184,88,7.3,Mass,,,0,1,0,0,19h41m40.30s,295.417899,+51d11m05.2s,51.184765,872,13.005,Kepler-band,12.964,6430,1.39,1.74,2014-06-25,Kepler
Kepler-42,b,Kepler-42 b,Transit,0,3,1.2137672,0.0116,,,,,0.07,,0,1,0,2,19h28m52.57s,292.219033,+44d37m09.0s,44.61916,38.7,16.124,V (Johnson),14.993,3068,0.13,0.17,2014-05-14,Kepler
Kepler-42,c,Kepler-42 c,Transit,0,3,0.45328509,0.006,,,,,0.065,,0,1,0,1,19h28m52.57s,292.219033,+44d37m09.0s,44.61916,38.7,16.124,V (Johnson),14.993,3068,0.13,0.17,2014-05-14,Kepler
Kepler-42,d,Kepler-42 d,Transit,0,3,1.865169,0.0154,,,,,0.051,,0,1,0,2,19h28m52.57s,292.219033,+44d37m09.0s,44.61916,38.7,16.124,V (Johnson),14.993,3068,0.13,0.17,2014-05-14,Kepler
Kepler-421,b,Kepler-421 b,Transit,0,1,704.1984,1.219,0.041,89.965,,,0.371,,0,1,0,0,18h53m01.64s,283.256822,+45d05m16.0s,45.087776,320,13.354,Kepler-band,13.348,5308,0.79,0.76,2014-07-23,Kepler
Kepler-422,b,Kepler-422 b,Transit,0,1,7.8914483,0.082,,,0.43,Mass,1.15,0.38,0,1,0,1,18h50m31.12s,282.629656,+46d19m24.1s,46.323357,692,13.435,Kepler-band,13.423,5972,1.15,1.24,2014-10-03,Kepler
Kepler-423,b,Kepler-423 b,Transit,0,1,2.6843285,0.03585,0.019,87.828,0.595,Mass,1.192,0.459,0,1,0,1,19h31m25.38s,292.855742,+46d23m28.2s,46.391178,725,14.29,Kepler-band,14.28,5560,0.85,0.95,2015-01-22,Kepler
Kepler-424,b,Kepler-424 b,Transit,0,2,3.3118644,0.044,,,1.03,Mass,0.89,1.94,0,1,0,1,19h54m29.97s,298.62489,+48d34m38.8s,48.577454,698.39,14.256,Kepler-band,14.229,5460,1.01,0.94,2014-10-03,Kepler
Kepler-424,c,Kepler-424 c,Radial Velocity,0,2,223.3,0.73,,,6.97,Msini,,,0,1,0,0,19h54m29.97s,298.62489,+48d34m38.8s,48.577454,698.39,14.256,Kepler-band,14.229,5460,1.01,0.94,2014-10-03,McDonald Observatory
Kepler-425,b,Kepler-425 b,Transit,0,1,3.79701816,0.0464,0.33,87.02,0.25,Mass,0.978,0.27,0,1,0,1,19h21m25.92s,290.358009,+40d34m03.9s,40.567738,650,14.97,V (Johnson),14.73,5170,0.93,0.86,2014-10-03,Kepler
Kepler-426,b,Kepler-426 b,Transit,0,1,3.21751883,0.0414,0.18,85.74,0.34,Mass,1.09,0.26,0,1,0,1,19h17m44.31s,289.434628,+49d28m24.2s,49.4734,880,15.073,V (Johnson),14.807,5725,0.91,0.92,2014-10-03,Kepler
Kepler-427,b,Kepler-427 b,Transit,0,1,10.290994,0.091,0.57,89.5,0.29,Mass,1.23,0.16,0,1,0,1,19h13m01.10s,288.25458,+43d42m17.5s,43.704868,1100,14.42,V (Johnson),14.196,5800,0.96,1.35,2014-10-03,Kepler
Kepler-428,b,Kepler-428 b,Transit,0,1,3.52563254,0.0433,0.22,89.36,1.27,Mass,1.08,1.02,0,1,0,1,19h22m19.61s,290.581722,+40d34m38.6s,40.5774,720,15.405,V (Johnson),15.222,5150,0.87,0.8,2014-10-03,Kepler
Kepler-43,b,Kepler-43 b,Transit,0,1,3.0240949,0.046,,84.646,3.23,Mass,1.219,5,0,1,0,1,19h00m57.81s,285.240856,+46d40m05.7s,46.668255,1950,13.958,Kepler-band,13.889,6041,1.32,1.42,2015-10-15,Kepler
Kepler-430,b,Kepler-430 b,Transit,0,2,35.968,0.2244,,,,,0.29,,0,1,0,1,19h31m14.07s,292.808636,+49d34m46.0s,49.579445,816,13.848,Kepler-band,13.814,5884,1.17,1.49,2014-11-19,Kepler
Kepler-430,c,Kepler-430 c,Transit,0,2,110.979,0.4757,,,,,0.16,,0,1,0,1,19h31m14.07s,292.808636,+49d34m46.0s,49.579445,816,13.848,Kepler-band,13.814,5884,1.17,1.49,2014-11-19,Kepler
Kepler-431,b,Kepler-431 b,Transit,0,3,6.803,0.0719,,,,,0.068,,0,1,0,1,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,427,11.973,Kepler-band,11.929,6004,1.07,1.09,2014-11-19,Kepler
Kepler-431,c,Kepler-431 c,Transit,0,3,8.703,0.0847,,,,,0.06,,0,1,0,1,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,427,11.973,Kepler-band,11.929,6004,1.07,1.09,2014-11-19,Kepler
Kepler-431,d,Kepler-431 d,Transit,0,3,11.922,0.1045,,,,,0.1,,0,1,0,1,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,427,11.973,Kepler-band,11.929,6004,1.07,1.09,2014-11-19,Kepler
Kepler-432,b,Kepler-432 b,Transit,0,2,52.501129,0.301,0.5134,88.17,5.41,Mass,1.145,4.46,0,1,0,1,19h33m07.73s,293.282206,+48d17m09.2s,48.2859,870,12.465,V (Johnson),12.182,4995,1.32,4.06,2015-04-30,Kepler
Kepler-432,c,Kepler-432 c,Radial Velocity,0,2,406.2,,0.498,,2.43,Msini,,,0,1,0,0,19h33m07.73s,293.282206,+48d17m09.2s,48.2859,870,12.465,V (Johnson),12.182,4995,1.32,4.06,2015-04-30,Fred Lawrence Whipple Observatory
Kepler-433,b,Kepler-433 b,Transit,0,1,5.33408384,0.0679,0.119,89.21,2.82,Mass,1.45,1.13,0,1,0,1,19h50m22.48s,297.593651,+40d58m38.2s,40.977268,1870,14.463,Kepler-band,14.416,6360,1.46,2.26,2015-01-14,Kepler
Kepler-434,b,Kepler-434 b,Transit,0,1,12.8747099,0.1143,0.131,86.46,2.86,Mass,1.13,2.4,0,1,0,1,19h34m20.73s,293.586381,+42d55m44.1s,42.928913,1240,14.517,Kepler-band,14.5,5977,1.2,1.38,2015-01-14,Kepler
Kepler-435,b,Kepler-435 b,Transit,0,1,8.6001536,0.0948,0.114,85.51,0.84,Mass,1.99,0.131,0,1,0,1,19h29m08.96s,292.287328,+43d11m50.2s,43.197281,2070,13.643,Kepler-band,13.604,6161,1.54,3.21,2015-01-14,Kepler
Kepler-436,b,Kepler-436 b,Transit,0,2,64.00205,0.339,0.19,89.93,,,0.24,,0,1,0,1,20h06m52.98s,301.720753,+44d24m43.4s,44.412063,618,15.856,Kepler-band,15.862,4651,0.73,0.7,2015-01-06,Kepler
Kepler-436,c,Kepler-436 c,Transit,0,2,16.79713874,,,,,,0.208,,0,1,0,1,20h06m52.98s,301.720753,+44d24m43.4s,44.412063,618,15.856,Kepler-band,15.862,4651,0.73,0.7,2016-05-10,Kepler
Kepler-437,b,Kepler-437 b,Transit,0,1,66.65062,0.288,0.02,89.9,,,0.19,,0,1,0,1,19h49m23.37s,297.347393,+44d01m37.0s,44.026947,417,14.352,Kepler-band,14.362,4551,0.71,0.68,2015-01-06,Kepler
Kepler-438,b,Kepler-438 b,Transit,0,1,35.23319,0.166,0.03,89.86,,,0.1,,0,1,0,1,18h46m34.99s,281.645806,+41d57m03.9s,41.951092,145,14.467,Kepler-band,14.485,3748,0.54,0.52,2015-01-06,Kepler
Kepler-439,b,Kepler-439 b,Transit,0,1,178.1396,0.563,0.03,89.95,,,0.2,,0,1,0,1,18h43m12.38s,280.801566,+44d02m02.4s,44.033994,693,14.56,Kepler-band,14.545,5431,0.88,0.87,2015-01-06,Kepler
Kepler-44,b,Kepler-44 b,Transit,0,1,3.2467293,0.0446,0.066,84.96,1,Mass,1.09,0.93,0,1,0,1,20h00m24.56s,300.102352,+45d45m43.7s,45.762142,2250,14.678,Kepler-band,14.69,5800,1.12,1.35,2015-01-29,Kepler
Kepler-440,b,Kepler-440 b,Transit,0,1,101.11141,0.242,0.34,89.93,,,0.17,,0,1,0,1,19h01m23.99s,285.349952,+41d27m07.9s,41.452206,261,15.134,Kepler-band,15.106,4134,0.57,0.56,2015-01-06,Kepler
Kepler-441,b,Kepler-441 b,Transit,0,1,207.2482,0.64,0.1,89.97,,,0.15,,0,1,0,1,18h58m16.06s,284.566904,+49d00m45.2s,49.012546,284,15.142,Kepler-band,15.135,4340,0.57,0.55,2015-01-06,Kepler
Kepler-442,b,Kepler-442 b,Transit,0,1,112.3053,0.409,0.04,89.94,,,0.12,,0,1,0,1,19h01m27.98s,285.366589,+39d16m48.3s,39.280081,342,14.976,Kepler-band,14.93,4402,0.61,0.6,2015-01-06,Kepler
Kepler-443,b,Kepler-443 b,Transit,0,1,177.6693,0.495,0.11,89.94,,,0.21,,0,1,0,1,19h14m26.53s,288.610544,+49d58m07.1s,49.968632,779,15.891,Kepler-band,15.901,4723,0.74,0.71,2015-01-06,Kepler
Kepler-444,b,Kepler-444 b,Transit,0,5,3.6001053,0.04178,0.16,88,,,0.036,,0,1,0,0,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.7,8.88,V (Johnson),8.643,5046,0.76,0.75,2015-01-29,Kepler
Kepler-444,c,Kepler-444 c,Transit,0,5,4.5458841,0.04881,0.31,88.2,,,0.044,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.7,8.88,V (Johnson),8.643,5046,0.76,0.75,2015-01-29,Kepler
Kepler-444,d,Kepler-444 d,Transit,0,5,6.189392,0.06,0.18,88.16,,,0.047,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.7,8.88,V (Johnson),8.643,5046,0.76,0.75,2015-01-29,Kepler
Kepler-444,e,Kepler-444 e,Transit,0,5,7.743493,0.0696,0.1,89.13,,,0.049,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.7,8.88,V (Johnson),8.643,5046,0.76,0.75,2015-01-29,Kepler
Kepler-444,f,Kepler-444 f,Transit,0,5,9.740486,0.0811,0.29,87.96,,,0.066,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.7,8.88,V (Johnson),8.643,5046,0.76,0.75,2015-01-29,Kepler
Kepler-445,b,Kepler-445 b,Transit,0,3,2.984151,,0,89.74,,,0.14,,0,1,0,2,19h54m56.66s,298.736067,+46d29m54.8s,46.498552,90,17.475,Kepler-band,16.716,3157,0.18,0.21,2015-01-14,Kepler
Kepler-445,c,Kepler-445 c,Transit,0,3,4.871229,,0,89.91,,,0.22,,0,1,0,2,19h54m56.66s,298.736067,+46d29m54.8s,46.498552,90,17.475,Kepler-band,16.716,3157,0.18,0.21,2015-01-14,Kepler
Kepler-445,d,Kepler-445 d,Transit,0,3,8.15275,,0,89.61,,,0.11,,0,1,0,2,19h54m56.66s,298.736067,+46d29m54.8s,46.498552,90,17.475,Kepler-band,16.716,3157,0.18,0.21,2015-01-14,Kepler
Kepler-446,b,Kepler-446 b,Transit,0,3,1.565409,,0,87.42,,,0.13,,0,1,0,1,18h49m00.05s,282.250207,+44d55m16.0s,44.921102,120,16.257,Kepler-band,16.31,3359,0.22,0.24,2015-01-14,Kepler
Kepler-446,c,Kepler-446 c,Transit,0,3,3.036179,,0,88.97,,,0.1,,0,1,0,1,18h49m00.05s,282.250207,+44d55m16.0s,44.921102,120,16.257,Kepler-band,16.31,3359,0.22,0.24,2015-01-14,Kepler
Kepler-446,d,Kepler-446 d,Transit,0,3,5.148921,,0,88.72,,,0.12,,0,1,0,1,18h49m00.05s,282.250207,+44d55m16.0s,44.921102,120,16.257,Kepler-band,16.31,3359,0.22,0.24,2015-01-14,Kepler
Kepler-447,b,Kepler-447 b,Transit,0,1,7.79430132,0.0769,0.123,86.55,1.37,Mass,1.65,0.4,0,1,0,1,19h01m04.46s,285.268586,+48d33m36.0s,48.560013,283,12.394,Kepler-band,12.379,5493,1,1.05,2015-02-19,Kepler
Kepler-449,b,Kepler-449 b,Transit,0,2,12.58242,,0.03,,,,0.183,,0,1,0,1,19h34m55.88s,293.732821,+41d54m03.0s,41.900829,279,11.411,Kepler-band,11.226,,0.97,1.47,2015-05-21,Kepler
Kepler-449,c,Kepler-449 c,Transit,0,2,33.6727,,0.05,,,,0.247,,0,1,0,1,19h34m55.88s,293.732821,+41d54m03.0s,41.900829,279,11.411,Kepler-band,11.226,,0.97,1.47,2015-05-21,Kepler
Kepler-45,b,Kepler-45 b,Transit,0,1,2.455239,0.03,0.11,87,0.505,Mass,0.96,0.8,0,1,0,1,19h31m29.50s,292.8729,+41d03m51.3s,41.064261,333,16.88,V (Johnson),15.98,3820,0.59,0.55,2014-05-14,Kepler
Kepler-450,b,Kepler-450 b,Transit,0,3,28.454851,,0.02,,,,0.548,,0,1,0,1,19h41m56.76s,295.486509,+51d00m48.6s,51.0135,437,11.684,Kepler-band,11.653,,1.35,1.57,2015-05-21,Kepler
Kepler-450,c,Kepler-450 c,Transit,0,3,15.413135,,0.02,,,,0.234,,0,1,0,1,19h41m56.76s,295.486509,+51d00m48.6s,51.0135,437,11.684,Kepler-band,11.653,,1.35,1.57,2015-05-21,Kepler
Kepler-450,d,Kepler-450 d,Transit,0,3,7.51464,,0.14,,,,0.075,,0,1,0,0,19h41m56.76s,295.486509,+51d00m48.6s,51.0135,437,11.684,Kepler-band,11.653,,1.35,1.57,2015-05-21,Kepler
Kepler-452,b,Kepler-452 b,Transit,0,1,384.843,1.046,,89.806,,,0.145,,0,1,0,1,19h44m00.89s,296.003688,+44d16m39.2s,44.277561,548,13.426,Kepler-band,13.405,5757,1.04,1.11,2015-07-23,Kepler
Kepler-453,b,Kepler-453 b,Transit,0,1,240.503,0.7903,0.0359,89.443,0.05034,Mass,0.553,,0,1,0,0,18h52m57.91s,283.241297,+46d22m42.5s,46.378471,442.69,13.552,Kepler-band,13.523,5527,0.94,0.83,2018-03-15,Kepler
Kepler-454,b,Kepler-454 b,Transit,0,2,10.57,,0,87.09,0.02,Mass,0.21,,0,1,0,1,19h09m54.85s,287.478529,+38d13m43.9s,38.228866,233,11.57,V (Johnson),11.44,5701,0.85,1.05,2018-12-06,Kepler
Kepler-454,c,Kepler-454 c,Radial Velocity,0,2,523.9,,0.0214,,4.46,Msini,,,0,1,0,0,19h09m54.85s,287.478529,+38d13m43.9s,38.228866,233,11.57,V (Johnson),11.44,5701,0.85,1.05,2015-12-03,Multiple Facilities
KIC 9663113,c,Kepler-458 c,Transit,0,2,20.74028413,,,,,,0.375,,0,1,0,1,19h48m10.90s,297.045421,+46d19m43.3s,46.328701,1594.34,13.955,Kepler-band,13.907,6065,0.98,1.03,2016-05-10,Kepler
Kepler-46,b,Kepler-46 b,Transit,0,3,33.60134,0.1968,0.01,89.038,6,Mass,0.808,14,1,1,0,1,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,855,15.262,Kepler-band,15.255,5309,,0.79,2014-05-14,Kepler
Kepler-46,c,Kepler-46 c,Transit Timing Variations,0,3,57.011,0.2799,0.0146,87.4,0.376,Mass,,,1,1,0,0,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,855,15.262,Kepler-band,15.255,5309,,0.79,2014-05-14,Kepler
Kepler-46,d,Kepler-46 d,Transit,0,3,6.766589,0.067,,,,,0.146,,1,1,0,2,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,855,15.262,Kepler-band,15.255,5309,,0.79,2014-05-14,Kepler
KIC 5437945,c,Kepler-460 c,Transit,0,2,220.1303357,,,,,,0.492,,0,1,0,1,19h13m53.97s,288.474857,+40d39m04.9s,40.651357,848,13.771,Kepler-band,13.751,6340,1.07,1.24,2016-05-10,Kepler
Kepler-461,b,Kepler-461 b,Transit,0,1,8.31378306,,,,,,0.23,,0,1,0,1,19h28m59.78s,292.249069,+46d09m53.5s,46.164867,468,13.704,Kepler-band,13.333,5634,0.98,0.91,2016-05-10,Kepler
Kepler-462,b,Kepler-462 b,Transit,0,1,84.6879808,,,,,,0.336,,0,1,0,1,19h59m17.08s,299.821155,+43d48m51.4s,43.814274,733,11.642,Kepler-band,11.615,7070,1.59,2.04,2016-05-10,Kepler
Kepler-463,b,Kepler-463 b,Transit,0,1,8.98101683,,,,,,0.272,,0,1,0,1,19h55m44.89s,298.937046,+44d51m28.5s,44.85791,336,12.87,Kepler-band,12.86,5661,0.87,0.9,2016-05-10,Kepler
Kepler-464,b,Kepler-464 b,Transit,0,1,7.25696522,,,,,,0.294,,0,1,0,1,19h39m20.44s,294.835173,+48d58m56.5s,48.982361,653,12.702,Kepler-band,12.672,5933,1.21,1.59,2016-05-10,Kepler
Kepler-465,b,Kepler-465 b,Transit,0,1,9.94067247,,,,,,0.263,,0,1,0,1,18h58m13.37s,284.55572,+46d03m49.8s,46.063828,587,12.663,Kepler-band,12.591,6310,1.23,1.29,2016-05-10,Kepler
Kepler-466,b,Kepler-466 b,Transit,0,2,51.07926307,,,,,,0.254,,0,1,0,1,19h42m35.69s,295.648711,+48d29m44.0s,48.495564,436,12.772,Kepler-band,12.763,5927,1.04,1.05,2016-05-10,Kepler
Kepler-466,c,Kepler-466 c,Transit,0,2,3.70921385,,,,,,0.112,,0,1,0,1,19h42m35.69s,295.648711,+48d29m44.0s,48.495564,436,12.772,Kepler-band,12.763,5927,1.04,1.05,2016-05-10,Kepler
Kepler-467,b,Kepler-467 b,Transit,0,1,24.99324193,,,,,,0.201,,0,1,0,1,19h09m27.08s,287.362816,+38d38m58.6s,38.649619,458,12.377,Kepler-band,12.359,5809,1.05,1.37,2016-05-10,Kepler
Kepler-468,b,Kepler-468 b,Transit,0,1,38.47875707,,,,,,1.19,,0,1,0,1,19h15m36.54s,288.90224,+49d22m13.8s,49.370487,474,13.779,Kepler-band,13.73,5498,0.96,0.87,2016-05-10,Kepler
Kepler-47,b,Kepler-47 b,Transit,0,2,49.532,0.2962,0.035,89.7,2,Mass,0.27,,1,1,0,1,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1500,15.178,Kepler-band,15.163,5636,1.05,0.96,2014-05-14,Kepler
Kepler-47,c,Kepler-47 c,Transit,0,2,303.137,0.991,0.411,89.825,28,Mass,0.411,,1,1,0,1,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1500,15.178,Kepler-band,15.163,5636,1.05,0.96,2014-05-14,Kepler
Kepler-470,b,Kepler-470 b,Transit,0,1,24.66919569,,,,,,1.288,,0,1,0,1,19h48m02.27s,297.00944,+50d22m20.3s,50.372314,989,13.224,Kepler-band,13.161,6613,1.4,1.66,2016-05-10,Kepler
Kepler-471,b,Kepler-471 b,Transit,0,1,5.01423457,,,,,,1.335,,0,1,0,1,19h56m23.41s,299.09754,+43d29m51.3s,43.497593,1373,13.797,Kepler-band,13.789,6733,1.49,1.8,2016-05-10,Kepler
Kepler-472,b,Kepler-472 b,Transit,0,1,4.17625551,,,,,,0.287,,0,1,0,1,19h46m05.83s,296.524306,+39d14m59.2s,39.249776,302,13.698,Kepler-band,13.67,4996,0.85,0.78,2016-05-10,Kepler
Kepler-473,b,Kepler-473 b,Transit,0,1,14.55731705,,,,,,0.364,,0,1,0,1,19h06m31.22s,286.630094,+38d56m44.2s,38.945605,641,13.397,Kepler-band,13.369,5816,1.06,1.34,2016-05-10,Kepler
Kepler-474,b,Kepler-474 b,Transit,0,1,5.66067294,,,,,,0.273,,0,1,0,1,19h29m17.16s,292.321516,+43d52m52.2s,43.881168,568,13.494,Kepler-band,13.469,5785,0.99,1.08,2016-05-10,Kepler
Kepler-475,b,Kepler-475 b,Transit,0,1,3.10550819,,,,,,0.222,,0,1,0,1,19h08m12.41s,287.051707,+40d12m41.5s,40.211542,280,13.341,Kepler-band,13.316,5009,0.86,0.79,2016-05-10,Kepler
Kepler-476,b,Kepler-476 b,Transit,0,1,14.00640607,,,,,,0.275,,0,1,0,1,19h40m39.32s,295.163817,+43d57m47.0s,43.963047,687,13.837,Kepler-band,13.86,5837,1.03,1.09,2016-05-10,Kepler
Kepler-477,b,Kepler-477 b,Transit,0,1,11.11990653,,,,,,0.185,,0,1,0,1,19h12m16.22s,288.067594,+42d21m19.3s,42.355367,367,13.536,Kepler-band,,5240,0.87,0.79,2016-05-10,Kepler
Kepler-478,b,Kepler-478 b,Transit,0,1,13.2217576,,,,,,0.242,,0,1,0,1,19h29m56.87s,292.486944,+46d11m46.4s,46.196213,420,13.938,Kepler-band,13.967,5210,0.85,0.8,2016-05-10,Kepler
Kepler-479,b,Kepler-479 b,Transit,0,1,12.49341307,,,,,,0.189,,0,1,0,1,19h24m05.24s,291.021852,+37d46m11.3s,37.769803,371,13.575,Kepler-band,13.544,5247,0.86,0.81,2016-05-10,Kepler
Kepler-48,b,Kepler-48 b,Transit,0,4,4.778,,,,0.0124,Mass,0.168,3.23,1,1,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.94902,306.66,13.04,Kepler-band,13.077,5194,0.88,0.89,2016-10-27,Kepler
Kepler-48,c,Kepler-48 c,Transit,0,4,9.67395,,,,0.04597,Mass,0.242,4.01,1,1,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.94902,306.66,13.04,Kepler-band,13.077,5194,0.88,0.89,2016-10-27,Kepler
Kepler-48,d,Kepler-48 d,Transit,0,4,42.8961,,,,0.025,Mass,0.182,5.08,0,1,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.94902,306.66,13.04,Kepler-band,13.077,5194,0.88,0.89,2014-05-14,Kepler
Kepler-48,e,Kepler-48 e,Radial Velocity,0,4,982,,,,2.067,Mass,,,0,1,0,0,19h56m33.41s,299.139212,+40d56m56.5s,40.94902,306.66,13.04,Kepler-band,13.077,5194,0.88,0.89,2014-05-14,W. M. Keck Observatory
Kepler-480,b,Kepler-480 b,Transit,0,1,4.9195838,,,,,,0.248,,0,1,0,1,19h37m51.34s,294.4639,+49d45m54.2s,49.765047,806,13.273,Kepler-band,13.211,6322,1.25,1.34,2016-05-10,Kepler
Kepler-481,b,Kepler-481 b,Transit,0,1,10.06082567,,,,,,0.223,,0,1,0,1,19h27m37.69s,291.907032,+49d15m43.4s,49.262054,713,13.844,Kepler-band,13.815,5802,1.01,1.09,2016-05-10,Kepler
Kepler-482,b,Kepler-482 b,Transit,0,1,56.35418576,,,,,,0.211,,0,1,0,1,19h47m17.50s,296.822898,+48d06m27.2s,48.107555,290,13.779,Kepler-band,13.762,4871,0.75,0.72,2016-05-10,Kepler
Kepler-483,b,Kepler-483 b,Transit,0,1,30.229104,,,,,,0.286,,0,1,0,1,19h26m35.22s,291.646758,+41d53m04.8s,41.884663,953,13.432,Kepler-band,13.389,6346,1.28,1.47,2016-05-10,Kepler
Kepler-484,b,Kepler-484 b,Transit,0,1,10.04556931,,,,,,0.203,,0,1,0,1,18h57m34.63s,284.394304,+46d14m56.7s,46.249081,377,13.024,Kepler-band,13,5668,0.96,0.87,2016-05-10,Kepler
Kepler-485,b,Kepler-485 b,Transit,0,1,3.2432598,,,,,,1.286,,0,1,0,1,19h39m59.12s,294.996313,+50d28m12.2s,50.470066,1173,14.952,Kepler-band,14.898,5958,1.07,1.09,2016-05-10,Kepler
Kepler-486,b,Kepler-486 b,Transit,0,1,30.36044667,,,,,,0.981,,0,1,0,1,18h59m31.19s,284.879964,+49d16m01.2s,49.266994,428,14.388,Kepler-band,14.38,4926,0.79,0.75,2016-05-10,Kepler
Kepler-487,b,Kepler-487 b,Transit,0,2,15.3587684,,,,,,1.019,,0,1,0,1,19h41m08.93s,295.287222,+41d13m19.1s,41.22197,835,14.991,Kepler-band,15.065,5444,0.91,0.88,2016-05-10,Kepler
Kepler-487,c,Kepler-487 c,Transit,0,2,38.6519976,,,,,,0.239,,0,1,0,1,19h41m08.93s,295.287222,+41d13m19.1s,41.22197,835,14.991,Kepler-band,15.065,5444,0.91,0.88,2016-05-10,Kepler
Kepler-488,b,Kepler-488 b,Transit,0,1,3.12082923,,,,,,1.409,,0,1,0,1,18h51m51.88s,282.966173,+48d20m42.3s,48.34507,1157,14.804,Kepler-band,14.752,5970,1.07,1.09,2016-05-10,Kepler
Kepler-489,b,Kepler-489 b,Transit,0,1,17.27629612,,,,,,0.689,,0,1,0,1,19h23m19.96s,290.833158,+38d11m03.6s,38.184334,379,14.018,Kepler-band,14.018,5014,0.82,0.76,2016-05-10,Kepler
Kepler-49,b,Kepler-49 b,Transit,0,4,7.2037945,,,,0.98,Mass,0.243,,1,1,0,1,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,306,15.264,Kepler-band,15.229,4252,,0.56,2014-05-14,Kepler
Kepler-49,c,Kepler-49 c,Transit,0,4,10.9129343,,,,0.72,Mass,0.227,,1,1,0,1,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,306,15.264,Kepler-band,15.229,4252,,0.56,2014-05-14,Kepler
Kepler-49,d,Kepler-49 d,Transit,0,4,2.576549,0.031,,,,,0.143,,1,1,0,1,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,306,15.264,Kepler-band,15.229,4252,,0.56,2014-05-14,Kepler
Kepler-49,e,Kepler-49 e,Transit,0,4,18.596108,0.116,,,,,0.139,,1,1,0,1,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,306,15.264,Kepler-band,15.229,4252,,0.56,2014-05-14,Kepler
Kepler-490,b,Kepler-490 b,Transit,0,1,3.26869515,,,,,,1.039,,0,1,0,1,19h40m06.16s,295.025677,+46d57m21.6s,46.956005,1249,14.879,Kepler-band,14.817,6045,1.08,1.12,2016-05-10,Kepler
