gene_id,gene_short_name,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,A0,t_half
YDR325W,YCG1,61.25760866062039,10.182387109020901,4.2646754715731,1.32117581769843,1.88407282358408,1.2725335618058402,0.857676622277223,0.5667242706957251,0.7039694736842109,0.6640560000000001,1.94588931407498,0.638331033254433,61.16473148368207,2.035409731671891
YDR326C,YSP2,78.61996321617809,15.200113787398,2.3658322241024,1.8656219489286598,0.950171589761643,0.35938671666296707,1.0597272836393299,0.40013349139940396,0.49703416933188393,1.09399,0.686944571788568,0.9013813585813509,78.61785041278803,2.105534459712179
YDR327W,YDR327W,875.525902697017,650.828540231188,482.705055541936,449.496484967581,338.69282457919104,166.061824452898,169.885754597985,99.04828874418159,65.6186465973193,154.745,158.708592526122,156.18814313047199,852.852165597932,13.877293403763272
YDR328C,SKP1,776.315333346564,585.566755893019,431.97774952793,342.477077174473,258.56012733639403,205.681220593526,127.511198988073,110.180055885547,69.7730626610775,64.1294,74.1786974923171,73.0007210776574,770.9799350425274,12.612138384402241
YDR329C,PEX3,111.343576441287,37.65181520852221,20.500488105160603,12.311071205430801,4.87675018616048,4.61136741930299,3.3300215937531203,5.86765224362477,3.6443233524815,5.15653,6.295947912108169,1.6522586938807198,109.74904911326985,3.785414510644147
YDR331W,GPI8,120.288725491675,22.1052422438803,9.42975523066832,2.97440589705867,2.2723276554857703,2.14867062498565,2.4136405401242005,0.797428926983117,0.0,4.98336,2.7380275734480604,2.69454984523451,120.05697284304021,2.1677418418729353
YDR333C,YDR333C,61.06614328921,15.454834106981,2.69705661104743,1.5596642955307298,0.39717247737065897,0.7511201852988679,0.949215024038105,1.25442207830105,1.03880565740309,0.9799059999999999,0.7178587663798399,0.941945415234178,61.10373429928353,2.478494241129341
YDR334W,SWR1,50.8138593403322,4.8654546736174105,1.01889656395306,2.6514547552043397,1.8005312813623602,1.19178508824813,1.00406643592793,1.51647345524716,0.7063936856078249,0.8884549999999999,0.9762955712968651,1.9215800201777198,50.803052216682545,1.5016472658883102
YDR335W,MSN5,80.178749858104,23.609838594741603,7.64572270004174,4.20033262376394,4.50368802602304,1.27758452847072,0.358783411831814,0.9482907392017041,1.76690589608239,1.85192,1.22101060571604,0.267027265101202,79.94790675208743,2.947361891967214
YDR337W,MRPS28,178.127425072933,109.31851397325501,29.626170787975997,24.530298434232503,16.6579018689273,3.37529834694549,6.6351960003738295,12.526651866056199,1.55602504010764,5.8712,2.15055422126613,2.8218775320500398,181.6547198039169,5.220546502427403
YDR339C,FCF1,427.84027867193197,133.921267531732,62.8597305483963,29.3601280482551,32.042760644379996,18.179429249175197,17.0178305956513,15.742763182393501,25.142433322983,24.5952,46.33197449293179,32.930592325303,423.8778101989739,3.3596509045522978
YDR340W,YDR340W,5293.89633888349,1951.81339630553,2424.7156005857,1953.0255879824697,1652.71275693995,1852.17171505553,1560.44008482141,1417.7468409840699,1160.71597955804,1711.58,940.3970034419169,1415.4163166110998,3737.5521636950057,23.88731977259452
YDR341C,YDR341C,869.2325894342019,646.172397778785,507.305425499069,313.103688002438,216.641270190854,109.498008709996,63.038127126416796,39.113646028924606,15.774682554468802,12.6978,6.97662135955747,13.159502946364901,905.4340235256302,9.486619828251197
YDR345C,HXT3,1819.0462483677,910.2181831368989,247.40754701817403,48.6000936507603,21.8861605317261,12.3185941414389,16.605241347861302,12.0694376955105,9.54057556021322,8.78535,6.59293720897357,7.106170473430179,1850.980841685321,4.015505364483216
YDR346C,SVF1,633.4312704161621,345.57605893018996,143.170592961022,39.5429599983186,28.321119744463502,16.0680566321961,7.0192516515361,2.65034432637309,7.40740449826632,6.21103,7.96261224277812,3.73150681827815,643.923133325479,4.774021107946464
YDR347W,MRP1,427.52924842723604,238.403390650499,150.936391142973,62.4417124294616,33.8536140000563,19.4008844821383,10.6242715223059,9.72024262513574,17.4404818092429,9.28043,18.541725568531,8.51541421012886,428.634566377423,5.979102508415413
YDR348C,PAL1,134.828783528151,35.2037980621034,7.50870934692012,7.69746207574532,4.82506338308878,1.71094095374417,0.960964306401245,0.0,3.94374587796926,2.48009,2.1802388537185,2.14561550920385,134.6988785169488,2.606506218467451
